SummaryNodes,SummaryEdges,NodeThreshold,EdgeThreshold,Objective,TestObjective
582,14758,24905,58141,126.1306,83.9430
583,14809,24905,58141,126.1168,83.9429
584,14810,24905,58141,125.9554,83.9429
585,14814,24905,58141,124.7032,83.9429
586,14862,24905,58141,124.6826,83.9426
587,14886,24905,58141,124.6188,83.9424
588,15001,24905,58141,124.5635,83.9197
589,15047,24905,58141,124.1967,83.9193
590,15077,24905,58141,124.1490,83.4089
591,15080,24905,58141,123.6379,83.4089
592,15084,24905,58141,123.3899,83.4080
593,15088,24905,58141,123.3257,83.4075
594,15092,24905,58141,123.1182,83.4072
595,15093,24905,58141,122.8593,83.4058
596,15098,24905,58141,122.8062,83.4041
597,15098,24905,58141,122.7630,83.4036
598,15177,24905,58141,121.9749,83.3956
599,15178,24905,58141,119.9395,83.3942
600,15180,24905,58141,119.9172,83.3927
601,15216,24905,58141,118.1709,83.3890
602,15242,24905,58141,118.1107,83.3869
603,15276,24905,58141,118.1086,83.3815
604,15369,24905,58141,118.1053,83.3291
605,15436,24905,58141,118.0658,83.2775
606,15486,24905,58141,117.8587,83.2773
607,15508,24905,58141,117.7842,83.2773
608,15565,24905,58141,117.6906,83.2450
609,15612,24905,58141,116.0085,83.2446
610,15623,24905,58141,115.0942,83.2446
611,15637,24905,58141,115.0228,83.2446
612,15665,24905,58141,114.4350,83.2443
613,15665,24905,58141,114.3346,83.2443
614,15666,24905,58141,114.3249,83.2443
615,15700,24905,58141,114.3152,83.2421
616,15716,24905,58141,114.3131,83.2419
617,15764,24905,58141,114.2597,83.2159
618,15770,24905,58141,113.9868,83.2148
619,15770,24905,58141,113.9722,83.2148
620,15772,24905,58141,113.8464,83.2147
621,15810,24905,58141,113.6674,82.5912
622,15815,24905,58141,113.0234,82.5907
623,15816,24905,58141,112.6322,82.5896
624,15836,24905,58141,112.5596,82.5895
625,15861,24905,58141,112.5568,82.5838
626,15865,24905,58141,112.4801,82.5826
627,15878,24905,58141,112.4613,82.5778
628,15900,24905,58141,112.3787,82.0258
629,15990,24905,58141,112.0975,81.9651
630,15992,24905,58141,111.6947,81.9639
631,15996,24905,58141,111.6572,81.9626
632,16001,24905,58141,111.5395,81.9614
633,16007,24905,58141,111.5221,81.9602
634,16011,24905,58141,111.3898,81.9589
635,16012,24905,58141,111.3724,81.9588
636,16016,24905,58141,111.3596,81.9586
637,16018,24905,58141,110.9205,81.9583
638,16037,24905,58141,110.8660,81.9583
639,16083,24905,58141,110.6799,81.9581
640,16086,24905,58141,110.6336,81.2492
641,16087,24905,58141,109.2661,81.2490
642,16104,24905,58141,109.2538,81.2490
643,16105,24905,58141,109.0584,81.2488
644,16108,24905,58141,108.8511,81.2487
645,16109,24905,58141,108.8179,81.2485
646,16110,24905,58141,108.7837,81.2484
647,16111,24905,58141,108.6799,81.2478
648,16218,24905,58141,106.3816,81.2469
649,16219,24905,58141,106.1148,81.2463
650,16259,24905,58141,105.9703,81.2461
651,16318,24905,58141,105.9640,81.2455
652,16380,24905,58141,105.7733,81.2451
653,16416,24905,58141,105.6176,81.2224
654,16446,24905,58141,105.5507,81.2223
655,16450,24905,58141,105.5477,81.2197
656,16452,24905,58141,105.5173,81.2197
